Category,Food Name,Alternative Name,Chinese Terms,English Terms
乳品類,"部份脫脂強化奶粉(纖維&鈣強化)","脫脂乳粉 Partly skimmed fortified milk powder: fiber & calcium enriched",乳品類 乳品类 部份脫脂強化奶粉 纖維&鈣強化 脫脂乳粉 部份脱脂强化奶粉 纤维&钙强化 脱脂乳粉,partly skimmed fortified milk powder fiber calcium enriched partially (fortified with & calcium)
乳品類,"部份脫脂強化奶粉(脂肪酸調整)","脫脂乳粉 Partly skimmed fortified milk powder: fatty acid modified",乳品類 乳品类 部份脫脂強化奶粉 脂肪酸調整 脫脂乳粉 部份脱脂强化奶粉 脂肪酸调整 脱脂乳粉,partly skimmed fortified milk powder fatty acid modified partially (adjusted acids)
乳品類,"脫脂強化奶粉(抗氧化)","脫脂乳粉 Skimmed fortified milk powder: antioxidant",乳品類 乳品类 脫脂強化奶粉 抗氧化 脫脂乳粉 脱脂强化奶粉 脱脂乳粉,skimmed fortified milk powder antioxidant skim (antioxidant)
乳品類,"脫脂強化奶粉(鈣&維生素A強化)","脫脂乳粉 Skimmed fortified milk powder: calcium & vitamin A enriched",乳品類 乳品类 脫脂強化奶粉 鈣&維生素強化 脫脂乳粉 脱脂强化奶粉 钙&维生素强化 脱脂乳粉,skimmed fortified milk powder calcium vitamin a enriched skim (fortified with & a)
乳品類,"脫脂強化奶粉(鈣&維生素C,E強化)","脫脂乳粉 Skimmed fortified milk powder: calcium & vitamin C/E enriched",乳品類 乳品类 脫脂強化奶粉 鈣&維生素 強化 脫脂乳粉 脱脂强化奶粉 钙&维生素 强化 脱脂乳粉,skimmed fortified milk powder calcium vitamin ce enriched skim (fortified with calcium, c, e)
乳品類,"脫脂強化奶粉(鈣&鐵強化)","脫脂乳粉 Skimmed fortified milk powder: calcium & iron enriched",乳品類 乳品类 脫脂強化奶粉 鈣&鐵強化 脫脂乳粉 脱脂强化奶粉 钙&铁强化 脱脂乳粉,skimmed fortified milk powder calcium iron enriched skim (fortified with and iron)
乳品類,"部份脫脂調味奶粉(巧克力)","脫脂乳粉 Partly skimmed modified milk powder: chocolate flavor",乳品類 乳品类 部份脫脂調味奶粉 巧克力 脫脂乳粉 部份脱脂调味奶粉 脱脂乳粉,partly skimmed modified milk powder chocolate flavor partial skim flavoured (chocolate)
乳品類,"部份脫脂調味奶粉(果汁)","脫脂乳粉 Partly skimmed modified milk powder: fruit flavor",乳品類 乳品类 部份脫脂調味奶粉 果汁 脫脂乳粉 部份脱脂调味奶粉 脱脂乳粉,partly skimmed modified milk powder fruit flavor partial skim flavoured (juice)
乳品類,"脫脂稀釋發酵乳","活菌乳酸飲料 Skimmed diluted fermented milk",乳品類 乳品类 脫脂稀釋發酵乳 活菌乳酸飲料 脱脂稀释发酵乳 活菌乳酸饮料,skimmed diluted fermented milk skim
乳品類,"脫脂稀釋發酵乳(鈣強化)","活菌乳酸飲料 Skimmed diluted fermented milk: calcium enriched",乳品類 乳品类 脫脂稀釋發酵乳 鈣強化 活菌乳酸飲料 脱脂稀释发酵乳 钙强化 活菌乳酸饮料,skimmed diluted fermented milk calcium enriched skim (calcium fortified)
乳品類,"全脂濃稠發酵乳","優酪乳 Whole concentrated fermented milk",乳品類 乳品类 全脂濃稠發酵乳 優酪乳 全脂浓稠发酵乳 优酪乳,whole concentrated fermented milk full fat thick
乳品類,"中脂濃稠發酵乳","優酪乳 Medium fat concentrated fermented milk",乳品類 乳品类 中脂濃稠發酵乳 優酪乳 中脂浓稠发酵乳 优酪乳,medium fat concentrated fermented milk thick
乳品類,"中脂濃稠發酵乳(無糖&纖維強化)","優酪乳 Medium fat concentrated fermented milk: non-sugar, fiber enriched",乳品類 乳品类 中脂濃稠發酵乳 無糖&纖維強化 優酪乳 中脂浓稠发酵乳 无糖&纤维强化 优酪乳,medium fat concentrated fermented milk non sugar fiber enriched medium-fat thick (sugar-free & fiber-fortified)
乳品類,"中脂濃稠發酵乳(草莓)","優酪乳 Medium fat concentrated fermented milk: strawberry flavor",乳品類 乳品类 中脂濃稠發酵乳 草莓 優酪乳 中脂浓稠发酵乳 优酪乳,medium fat concentrated fermented milk strawberry flavor thick (strawberry)
乳品類,"低脂濃稠發酵乳","優酪乳 Low-fat concentrated fermented milk",乳品類 乳品类 低脂濃稠發酵乳 優酪乳 低脂浓稠发酵乳 优酪乳,low fat concentrated fermented milk low-fat thick
乳品類,"脫脂濃稠發酵乳","優酪乳 Skimmed concentrated fermented milk",乳品類 乳品类 脫脂濃稠發酵乳 優酪乳 脱脂浓稠发酵乳 优酪乳,skimmed concentrated fermented milk skim thick
乳品類,"脫脂濃稠發酵乳(低熱量)","優酪乳 Skimmed concentrated fermented milk: low calorie",乳品類 乳品类 脫脂濃稠發酵乳 低熱量 優酪乳 脱脂浓稠发酵乳 低热量 优酪乳,skimmed concentrated fermented milk low calorie skim thick (low calorie)
乳品類,"脫脂濃稠發酵乳(草莓)","優酪乳 Skimmed concentrated fermented milk: strawberry flavor",乳品類 乳品类 脫脂濃稠發酵乳 草莓 優酪乳 脱脂浓稠发酵乳 优酪乳,skimmed concentrated fermented milk strawberry flavor skim thick (strawberry)
乳品類,"脫脂濃稠發酵乳(啤酒酵母)","優酪乳 Skimmed concentrated fermented milk",乳品類 乳品类 脫脂濃稠發酵乳 啤酒酵母 優酪乳 脱脂浓稠发酵乳 优酪乳,skimmed concentrated fermented milk fat-free thick (beer yeast)
乳品類,"高脂凝態發酵乳(纖維強化)","優格 High fat yoghurt: fiber enriched",乳品類 乳品类 高脂凝態發酵乳 纖維強化 優格 高脂凝态发酵乳 纤维强化 优格,high fat yoghurt fiber enriched high-fat fermented milk (fortified with fiber)
乳品類,"全脂凝態發酵乳","優格 Whole yoghurt",乳品類 乳品类 全脂凝態發酵乳 優格 全脂凝态发酵乳 优格,whole yoghurt full fat fermented milk
乳品類,"中脂凝態發酵乳(草莓)","優格 Medium fat yoghurt: strawberry flavor",乳品類 乳品类 中脂凝態發酵乳 草莓 優格 中脂凝态发酵乳 优格,medium fat yoghurt strawberry flavor medium-fat fermented milk (strawberry)
乳品類,"中脂凝態發酵乳(蘆薈)","優格 Medium fat yoghurt: aloe flavor",乳品類 乳品类 中脂凝態發酵乳 蘆薈 優格 中脂凝态发酵乳 芦荟 优格,medium fat yoghurt aloe flavor medium-fat fermented milk (aloe vera)
乳品類,"脫脂凝態發酵乳(纖維強化)","優格 Skimmed yoghurt: fiber enriched",乳品類 乳品类 脫脂凝態發酵乳 纖維強化 優格 脱脂凝态发酵乳 纤维强化 优格,skimmed yoghurt fiber enriched fat-free fermented milk (fiber-fortified)
乳品類,"脫脂保久稀釋發酵乳","乳酸飲料 Skimmed diluted fermented milk: sterilized",乳品類 乳品类 脫脂保久稀釋發酵乳 乳酸飲料 脱脂保久稀释发酵乳 乳酸饮料,skimmed diluted fermented milk sterilized fat-free long-lasting
乳品類,"脫脂保久濃稠發酵乳(草莓&蘋果)","保久優酪乳 Skimmed concentrated fermented milk: sterilized, strawberry & apple flavor",乳品類 乳品类 脫脂保久濃稠發酵乳 草莓&蘋果 保久優酪乳 脱脂保久浓稠发酵乳 草莓&苹果 保久优酪乳,skimmed concentrated fermented milk sterilized strawberry apple flavor fat-free long-lasting thick (strawberry & apple)
乳品類,"淡煉乳","蒸發乳,奶水 Evaporated milk",乳品類 乳品类 淡煉乳 蒸發乳 奶水 淡炼乳 蒸发乳,evaporated milk condensed
乳品類,"加糖部份脫脂煉乳"," Sweetened condensed partly skim milk",乳品類 乳品类 加糖部份脫脂煉乳 加糖部份脱脂炼乳,sweetened condensed partly skim milk part-skim
乳品類,"切片乾酪","起司,芝士(市售亦稱"乳酪") Cheese: slice",乳品類 乳品类 切片乾酪 切片干酪 起司 芝士 市售亦稱 乳酪 切片干酪 市售亦称,cheese slice sliced ​​cheese
乳品類,"切片乾酪(低脂)","起司,芝士(市售亦稱"乳酪") Cheese: low-fat, slice",乳品類 乳品类 切片乾酪 切片干酪 低脂 起司 芝士 市售亦稱 乳酪 切片干酪 市售亦称,cheese low fat slice sliced ​​cheese (low fat)
乳品類,"刨絲乾酪","起司,芝士(市售亦稱"乳酪") Cheese",乳品類 乳品类 刨絲乾酪 刨絲干酪 起司 芝士 市售亦稱 乳酪 刨丝乾酪 刨丝干酪 市售亦称,cheese shredded
乳品類,"乾酪粉","起司粉,芝士粉(市售亦稱"乳酪粉") Cheese powder",乳品類 乳品类 乾酪粉 干酪粉 起司粉 芝士粉 市售亦稱 乳酪粉 干酪粉 市售亦称,cheese powder
乳品類,"鮮奶可可","巧克力牛奶,阿華田拿鐵 Chocolate Milk",乳品類 乳品类 鮮奶可可 巧克力牛奶 阿華田拿鐵 鲜奶可可 阿华田拿铁,chocolate milk fresh cocoa
乳品類,"木瓜牛奶"," Papaya milk",乳品類 乳品类 木瓜牛奶,papaya milk
乳品類,"高脂鮮羊乳","羊奶 Whole fresh goat milk",乳品類 乳品类 高脂鮮羊乳 羊奶 高脂鲜羊乳,whole fresh goat milk high fat
乳品類,"中脂鮮羊乳","羊奶 Medium fat fresh goat milk",乳品類 乳品类 中脂鮮羊乳 羊奶 中脂鲜羊乳,medium fat fresh goat milk
乳品類,"保久羊乳","羊奶 Sterilized goat milk",乳品類 乳品类 保久羊乳 羊奶,sterilized goat milk long-lasting
乳品類,"中脂調味保久羊乳(巧克力)","羊奶 Reduced fat flavored composite and recombined sterilized goat milk: chocolate flavor",乳品類 乳品类 中脂調味保久羊乳 巧克力 羊奶 中脂调味保久羊乳,reduced fat flavored composite and recombined sterilized goat milk chocolate flavor medium-fat (chocolate)
乳品類,"中脂調味保久羊乳(果汁)","羊奶 Reduced fat flavored composite and recombined sterilized goat milk: fruit flavor",乳品類 乳品类 中脂調味保久羊乳 果汁 羊奶 中脂调味保久羊乳,reduced fat flavored composite and recombined sterilized goat milk fruit flavor medium-fat seasoned (juice)
乳品類,"全脂羊奶粉","羊乳粉 Whole goat milk powder",乳品類 乳品类 全脂羊奶粉 羊乳粉,whole goat milk powder
乳品類,"全脂羊奶粉(即溶)","羊乳粉 Whole goat milk powder",乳品類 乳品类 全脂羊奶粉 即溶 羊乳粉,whole goat milk powder (instant)
油脂類,"牛油(未精煉)"," Tallow",油脂類 油脂类 牛油 未精煉 未精炼,tallow butter (unrefined)
油脂類,"牛油(精煉)"," Tallow",油脂類 油脂类 牛油 精煉 精炼,tallow butter (refined)
油脂類,"豬油"," Lard",油脂類 油脂类 豬油 猪油,lard
油脂類,"豬油(2022年取樣)"," Lard",油脂類 油脂类 豬油 年取樣 猪油 年取样,lard (sampled in 2022)
油脂類,"高油酸豬油"," Lard: high oleic",油脂類 油脂类 高油酸豬油 高油酸猪油,lard high oleic
油脂類,"雞油"," Chicken oil",油脂類 油脂类 雞油 鸡油,chicken oil fat
油脂類,"奶油(固態,不加鹽)","動物性奶油(CNS命名"乳酪") Butter: unsalted",油脂類 油脂类 奶油 固態 不加鹽 動物性奶油 命名 乳酪 固态 不加盐 动物性奶油,butter unsalted (solid, unsalted)
油脂類,"奶油(固態,加鹽)","動物性奶油(CNS命名"乳酪") Butter: salted",油脂類 油脂类 奶油 固態 加鹽 動物性奶油 命名 乳酪 固态 加盐 动物性奶油,butter salted (solid, salted)
油脂類,"奶油(液態)","動物性奶油,鮮奶油(CNS命名"乳油") Cream",油脂類 油脂类 奶油 液態 動物性奶油 鮮奶油 命名 乳油 液态 动物性奶油 鲜奶油,cream (liquid)
油脂類,"人造奶油(維生素強化)","植物性奶油 Margarine",油脂類 油脂类 人造奶油 維生素強化 植物性奶油 维生素强化,margarine (vitamin fortified)
油脂類,"人造奶油(2021年取樣)","乳瑪琳 Margarine",油脂類 油脂类 人造奶油 年取樣 乳瑪琳 年取样 乳玛琳,margarine (sampled in 2021)
油脂類,"中脂人造奶油","植物性奶油 Margarine",油脂類 油脂类 中脂人造奶油 植物性奶油,margarine medium fat
油脂類,"人造奶油(低熱量)"," Margarine: low calorie",油脂類 油脂类 人造奶油 低熱量 低热量,margarine low calorie (low calorie)
油脂類,"大豆油","黃豆油,沙拉油 Soybean oil",油脂類 油脂类 大豆油 黃豆油 沙拉油 黄豆油,soybean oil
油脂類,"大豆油(卵磷脂強化)"," Soybean oil: lecithin enriched",油脂類 油脂类 大豆油 卵磷脂強化 卵磷脂强化,soybean oil lecithin enriched (fortified with lecithin)
油脂類,"大豆油(多種維生素強化)","沙拉油 Soybean oil: multi-vitamins enriched",油脂類 油脂类 大豆油 多種維生素強化 沙拉油 多种维生素强化,soybean oil multi vitamins enriched (fortified with multivitamins)
油脂類,"玉米油","粟米油,玉米胚芽油 Corn oil; Maize oil",油脂類 油脂类 玉米油 粟米油 玉米胚芽油,corn oil maize
油脂類,"米油(秈米)","米糠油,玄米油,胚芽米油 Rice oil; Rice bran oil",油脂類 油脂类 米油 秈米 米糠油 玄米油 胚芽米油 籼米,rice oil bran (indica rice)
油脂類,"米油(粳米)","米糠油,玄米油,胚芽米油 Rice oil; Rice bran oil",油脂類 油脂类 米油 粳米 米糠油 玄米油 胚芽米油,rice oil bran (glutinous rice)
油脂類,"亞麻仁油"," Flaxseed oil",油脂類 油脂类 亞麻仁油 亚麻仁油,flaxseed oil linseed
油脂類,"白芝麻油"," Sesame oil: white",油脂類 油脂类 白芝麻油,sesame oil white
油脂類,"黑芝麻油"," Sesame oil: black",油脂類 油脂类 黑芝麻油,sesame oil black dark
油脂類,"調合芝麻油"," Blending sesame oil",油脂類 油脂类 調合芝麻油 调合芝麻油,blending sesame oil blended
油脂類,"花生油"," Peanut (arachis) oil",油脂類 油脂类 花生油,peanut arachis oil
油脂類,"調合花生油"," Blending peanut oil",油脂類 油脂类 調合花生油 调合花生油,blending peanut oil blended
油脂類,"油菜籽油"," Rapeseed oil",油脂類 油脂类 油菜籽油,rapeseed oil
油脂類,"芥花油","芥花籽油,菜籽油 Canola oil",油脂類 油脂类 芥花油 芥花籽油 菜籽油,canola oil
油脂類,"南瓜籽油"," Pumpkin seed oil",油脂類 油脂类 南瓜籽油,pumpkin seed oil
油脂類,"紅花籽油"," Safflower oil",油脂類 油脂类 紅花籽油 红花籽油,safflower oil
油脂類,"高油酸紅花籽油"," Safflower oil: high oleic acid",油脂類 油脂类 高油酸紅花籽油 高油酸红花籽油,safflower oil high oleic acid
油脂類,"核桃油"," Walnut oil",油脂類 油脂类 核桃油,walnut oil
油脂類,"油茶油","苦茶(籽)油,山茶油,天綠果油,大果種油; 茶油; 油茶籽油; 茶花籽油 Tea seed oil",油脂類 油脂类 油茶油 苦茶 籽 山茶油 天綠果油 大果種油 油茶籽油 茶花籽油 天绿果油 大果种油,tea seed oil camellia
油脂類,"熟油茶油","苦茶(籽)油,山茶油,天綠果油,大果種油茶油 Tea seed oil",油脂類 油脂类 熟油茶油 苦茶 籽 山茶油 天綠果油 大果種油茶油 天绿果油 大果种油茶油,tea seed oil ripe camellia
油脂類,"高油酸棕櫚油"," Palm kernel oil: high oleic acid",油脂類 油脂类 高油酸棕櫚油 高油酸棕榈油,palm kernel oil high oleic acid
油脂類,"椰子油"," Coconut oil",油脂類 油脂类 椰子油,coconut oil
油脂類,"葵花籽油"," Sunflower oil",油脂類 油脂类 葵花籽油,sunflower oil
油脂類,"葵花籽油(多種維生素強化)"," Sunflower oil: multi-vitamin enriched",油脂類 油脂类 葵花籽油 多種維生素強化 多种维生素强化,sunflower oil multi vitamin enriched (fortified with multivitamins)
油脂類,"高油酸葵花籽油"," Sunflower seed oil: high oleic acid",油脂類 油脂类 高油酸葵花籽油,sunflower seed oil high oleic acid
油脂類,"葡萄籽油"," Grape seed oil",油脂類 油脂类 葡萄籽油,grape seed oil grapeseed
油脂類,"橄欖油"," Olive oil",油脂類 油脂类 橄欖油 橄榄油,olive oil
油脂類,"烤酥油"," Shortening",油脂類 油脂类 烤酥油,shortening toasted ghee
油脂類,"調合植物油","蔬菜油 Vegetable oil",油脂類 油脂类 調合植物油 蔬菜油 调合植物油,vegetable oil blended
油脂類,"中鏈脂肪酸油"," Medium chain triglyceride oil",油脂類 油脂类 中鏈脂肪酸油 中链脂肪酸油,medium chain triglyceride oil fatty acid
糖類,"方糖"," Cube sugar",糖類 糖类 方糖,cube sugar cubes
糖類,"冰糖"," Candy sugar; Crysted sugar; Rock sugar",糖類 糖类 冰糖,candy sugar crysted rock crystal
糖類,"紅砂糖","紅糖 Brown sugar",糖類 糖类 紅砂糖 紅糖 红砂糖 红糖,brown sugar
糖類,"黑砂糖","黑糖 Black sugar; Brown sugar",糖類 糖类 黑砂糖 黑糖,black sugar brown
糖類,"麥芽糖"," Maltose",糖類 糖类 麥芽糖 麦芽糖,maltose
糖類,"果糖","高果糖糖漿 Fructose",糖類 糖类 果糖 高果糖糖漿 高果糖糖浆,fructose
糖類,"果寡糖"," Fructo-oligo saccharide",糖類 糖类 果寡糖,fructo oligo saccharide fructo-oligosaccharides
糖類,"楓糖"," Maples",糖類 糖类 楓糖 枫糖,maples maple syrup
糖類,"蜂蜜(冬蜜)"," Honey: winter",糖類 糖类 蜂蜜 冬蜜,honey winter (winter honey)
糖類,"蜂蜜(春蜜)"," Honey: spring",糖類 糖类 蜂蜜 春蜜,honey spring (spring honey)
糖類,"黑糖蜜"," Blackstrap Molasses",糖類 糖类 黑糖蜜,blackstrap molasses
糖類,"冬瓜糖磚"," Wax-gourd sugar",糖類 糖类 冬瓜糖磚 冬瓜糖砖,wax gourd sugar winter melon candy brick
飲料類,"西瓜汁(非原汁)"," Watermelon Juice",飲料類 饮料类 西瓜汁 非原汁,watermelon juice (not original juice)
飲料類,"芭樂汁(非原汁)"," Guava juice",飲料類 饮料类 芭樂汁 非原汁 芭乐汁,guava juice (not original juice)
飲料類,"柳橙汁(非原汁)"," Orange juice",飲料類 饮料类 柳橙汁 非原汁,orange juice (not original)
飲料類,"柳橙汁(100%)"," Orange juice",飲料類 饮料类 柳橙汁,orange juice (100%)
飲料類,"烏梅汁"," Plum Juice",飲料類 饮料类 烏梅汁 乌梅汁,plum juice
飲料類,"黑棗茶"," Chinese Black Date Tea",飲料類 饮料类 黑棗茶 黑枣茶,chinese black date tea
飲料類,"楊桃汁(非原汁)"," Star fruit juice",飲料類 饮料类 楊桃汁 非原汁 杨桃汁,star fruit juice (not original juice)
飲料類,"葡萄柚汁(非原汁)"," Grapefruit juice",飲料類 饮料类 葡萄柚汁 非原汁,grapefruit juice (not original)
飲料類,"鳳梨汁(非原汁)"," Pineapple juice",飲料類 饮料类 鳳梨汁 非原汁 凤梨汁,pineapple juice (not original juice)
飲料類,"蔓越莓汁(非原汁)"," Cranberry Juice",飲料類 饮料类 蔓越莓汁 非原汁,cranberry juice (not original)
飲料類,"檸檬汁(非原汁)"," Lemon juice",飲料類 饮料类 檸檬汁 非原汁 柠檬汁,lemon juice (not original juice)
飲料類,"蘋果汁(非原汁)"," Apple juice",飲料類 饮料类 蘋果汁 非原汁 苹果汁,apple juice (not original juice)
飲料類,"蘋果汁(100%)"," Apple juice",飲料類 饮料类 蘋果汁 苹果汁,apple juice (100%)
飲料類,"蕃茄汁(非原汁)"," Tomato juice",飲料類 饮料类 蕃茄汁 非原汁,tomato juice (not original juice)
飲料類,"仙草蜜"," grass jelly honey",飲料類 饮料类 仙草蜜,grass jelly honey
飲料類,"薑母茶"," Ginger tea",飲料類 饮料类 姜母茶,ginger tea
飲料類,"蘆薈露飲料"," Aloe drinking",飲料類 饮料类 蘆薈露飲料 芦荟露饮料,aloe drinking vera
飲料類,"黑豆茶"," Black bean tea",飲料類 饮料类 黑豆茶,black bean tea
飲料類,"龜苓茶"," Guiling Tea",飲料類 饮料类 龜苓茶 龟苓茶,guiling tea
飲料類,"麥茶"," barley tea",飲料類 饮料类 麥茶 麦茶,barley tea
飲料類,"黑麥汁"," Malt drink",飲料類 饮料类 黑麥汁 黑麦汁,malt drink wheat juice
飲料類,"果汁醋飲料(綜合)"," Vinegar drink",飲料類 饮料类 果汁醋飲料 綜合 果汁醋饮料 综合,vinegar drink fruit juice (comprehensive)
飲料類,"可樂"," Coca cola",飲料類 饮料类 可樂 可乐,coca cola
飲料類,"可樂(低熱量)"," Diet coke",飲料類 饮料类 可樂 低熱量 可乐 低热量,diet coke (low calorie)
飲料類,"沙士"," Root beer; Sarsaparilla; Sarsi; Sarsae",飲料類 饮料类 沙士,root beer sarsaparilla sarsi sarsae
飲料類,"加鹽沙士"," Root beer: salted",飲料類 饮料类 加鹽沙士 加盐沙士,root beer salted sarsaparilla
飲料類,"沙士(低糖)"," Root beer: diet",飲料類 饮料类 沙士 低糖,root beer diet sarsaparilla (low sugar)
飲料類,"汽水(綜合口味)"," Soda pop; Aerated water",飲料類 饮料类 汽水 綜合口味 综合口味,soda pop aerated water (mixed flavors)
飲料類,"汽水(維生素強化)"," Soda pop; Aerated water",飲料類 饮料类 汽水 維生素強化 维生素强化,soda pop aerated water (vitamin fortified)
飲料類,"美式咖啡(無糖)"," Americano (sugar free)",飲料類 饮料类 美式咖啡 無糖 无糖,americano sugar free (no sugar)
飲料類,"無糖咖啡飲料"," Sugar-free coffee drinks",飲料類 饮料类 無糖咖啡飲料 无糖咖啡饮料,sugar free coffee drinks sugar-free
飲料類,"拿鐵咖啡(無糖)","咖啡牛奶 Latte (sugar free)",飲料類 饮料类 拿鐵咖啡 無糖 咖啡牛奶 拿铁咖啡 无糖,latte sugar free (sugar free)
飲料類,"咖啡(三合一)","咖啡牛奶 Coffee drink",飲料類 饮料类 咖啡 三合一 咖啡牛奶,coffee drink (3 in 1)
飲料類,"紅茶茶湯"," Black tea",飲料類 饮料类 紅茶茶湯 红茶茶汤,black tea soup
飲料類,"紅茶(大麥)"," Black tea (barley)",飲料類 饮料类 紅茶 大麥 红茶 大麦,black tea barley (barley)
飲料類,"紅茶(蘋果)","水果茶 Black tea (Apple)",飲料類 饮料类 紅茶 蘋果 水果茶 红茶 苹果,black tea apple (apple)
飲料類,"烏龍茶茶湯"," OoLong tea; Woo-Loong tea",飲料類 饮料类 烏龍茶茶湯 乌龙茶茶汤,oolong tea woo loong soup
飲料類,"烏龍茶"," OoLong tea; Woo-Loong tea",飲料類 饮料类 烏龍茶 乌龙茶,oolong tea woo loong
飲料類,"烏龍茶(去冰,微糖)"," Oolong tea (no ice, light sugar)",飲料類 饮料类 烏龍茶 去冰 微糖 乌龙茶,oolong tea no ice light sugar (no ice, sugar)
飲料類,"烏龍茶(去冰,半糖)"," Oolong tea (no ice, half sugar)",飲料類 饮料类 烏龍茶 去冰 半糖 乌龙茶,oolong tea no ice half sugar (no ice, sugar)
飲料類,"烏龍茶(去冰,全糖)"," Oolong tea (no ice, full sugar)",飲料類 饮料类 烏龍茶 去冰 全糖 乌龙茶,oolong tea no ice full sugar (no ice, sugar)
飲料類,"綠茶茶湯"," Green tea",飲料類 饮料类 綠茶茶湯 绿茶茶汤,green tea soup
飲料類,"綠茶"," Green tea",飲料類 饮料类 綠茶 绿茶,green tea
飲料類,"鮮奶茶(無糖)","紅茶拿鐵 Fresh milk tea (sugar-free)",飲料類 饮料类 鮮奶茶 無糖 紅茶拿鐵 鲜奶茶 无糖 红茶拿铁,fresh milk tea sugar free (sugar-free)
飲料類,"奶茶(三合一)"," Milk tea",飲料類 饮料类 奶茶 三合一,milk tea (3 in 1)
飲料類,"烏龍奶茶(去冰,微糖)"," Oolong milk tea (no ice, light sugar)",飲料類 饮料类 烏龍奶茶 去冰 微糖 乌龙奶茶,oolong milk tea no ice light sugar (no ice, sugar)
飲料類,"烏龍奶茶(去冰,半糖)"," Oolong milk tea (no ice, half sugar)",飲料類 饮料类 烏龍奶茶 去冰 半糖 乌龙奶茶,oolong milk tea no ice half sugar (no ice, sugar)
飲料類,"烏龍奶茶(去冰,全糖)"," Oolong milk tea (no ice, full sugar)",飲料類 饮料类 烏龍奶茶 去冰 全糖 乌龙奶茶,oolong milk tea no ice full sugar (no ice, sugar)
飲料類,"珍珠奶茶(去冰,微糖)"," Pearl milk tea (no ice, light sugar)",飲料類 饮料类 珍珠奶茶 去冰 微糖,pearl milk tea no ice light sugar (no ice, sugar)
飲料類,"珍珠奶茶(去冰,半糖)"," Pearl milk tea (no ice, half sugar)",飲料類 饮料类 珍珠奶茶 去冰 半糖,pearl milk tea no ice half sugar bubble (no ice, sugar)
飲料類,"珍珠奶茶(去冰,全糖)"," Pearl milk tea (no ice, full sugar)",飲料類 饮料类 珍珠奶茶 去冰 全糖,pearl milk tea no ice full sugar bubble (no ice, sugar)
飲料類,"奶茶沖泡包(三合一)"," Instant tea powder mix",飲料類 饮料类 奶茶衝泡包 三合一 奶茶冲泡包,instant tea powder mix milk brewing bag (three in one)
飲料類,"茉莉花茶湯","香片 Jasmine tea",飲料類 饮料类 茉莉花茶湯 香片 茉莉花茶汤,jasmine tea
飲料類,"茉莉花茶"," Jasmine tea drink",飲料類 饮料类 茉莉花茶,jasmine tea drink
飲料類,"菊花茶"," Chrysauthemum tea",飲料類 饮料类 菊花茶,chrysauthemum tea chrysanthemum
飲料類,"多多綠茶(全糖)"," Duoduo Green Tea (Full Sugar)",飲料類 饮料类 多多綠茶 全糖 多多绿茶,duoduo green tea full sugar (full sugar)
飲料類,"冬瓜茶"," White gourd drink",飲料類 饮料类 冬瓜茶,white gourd drink winter melon tea
飲料類,"乳酸飲料"," Lactic acid drink",飲料類 饮料类 乳酸飲料 乳酸饮料,lactic acid drink beverages
飲料類,"維生素強化飲料(胡蘿蔔素)"," Drink: beta-carotene enriched",飲料類 饮料类 維生素強化飲料 胡蘿蔔素 维生素强化饮料 胡萝卜素,drink beta carotene enriched vitamin-fortified beverages (carotene)
飲料類,"維生素強化飲料(綜合)"," Drink: multi-vitamin enriched",飲料類 饮料类 維生素強化飲料 綜合 维生素强化饮料 综合,drink multi vitamin enriched vitamin-fortified drinks (comprehensive)
飲料類,"維生素強化飲料(維生素C)"," Drink: vitamin C enriched",飲料類 饮料类 維生素強化飲料 維生素 维生素强化饮料,drink vitamin c enriched vitamin-fortified drinks (vitamin c)
飲料類,"運動飲料"," Isotonic drink",飲料類 饮料类 運動飲料 运动饮料,isotonic drink sports drinks
飲料類,"米醋飲料"," Vinegar drink",飲料類 饮料类 米醋飲料 米醋饮料,vinegar drink rice
飲料類,"即溶咖啡粉"," Instant coffee",飲料類 饮料类 即溶咖啡粉,instant coffee powder
飲料類,"咖啡沖泡包(二合一)"," Instant coffee powder mix",飲料類 饮料类 咖啡衝泡包 二合一 咖啡冲泡包,instant coffee powder mix brewing bag (2 in 1)
飲料類,"咖啡沖泡包(三合一)"," Instant coffee powder mix",飲料類 饮料类 咖啡衝泡包 三合一 咖啡冲泡包,instant coffee powder mix brewing bag (3 in 1)
飲料類,"紅茶沖泡包(檸檬)"," Black tea pack (lemon)",飲料類 饮料类 紅茶衝泡包 檸檬 红茶冲泡包 柠檬,black tea pack lemon (lemon)
飲料類,"薑茶沖泡包"," Instant ginger tea powder",飲料類 饮料类 姜茶衝泡包 姜茶冲泡包,instant ginger tea powder pack
飲料類,"抹茶粉","綠茶粉 Matcha powder",飲料類 饮料类 抹茶粉 綠茶粉 绿茶粉,matcha powder
飲料類,"可可粉"," Cocoa powder",飲料類 饮料类 可可粉,cocoa powder
飲料類,"小麥草粉","小麥苗粉 Wheatgrass powder",飲料類 饮料类 小麥草粉 小麥苗粉 小麦草粉 小麦苗粉,wheatgrass powder
飲料類,"椰奶"," Coconut milk",飲料類 饮料类 椰奶,coconut milk
調味料及香辛料類,"八角","大茴,茴香 Star anise",調味料及香辛料類 调味料及香辛料类 八角 大茴 茴香,star anise
調味料及香辛料類,"小茴香粉","孜然粉 Cumin powder",調味料及香辛料類 调味料及香辛料类 小茴香粉 孜然粉,cumin powder
